,Age,MonthlyIncome,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Human Resources,Life Sciences,Marketing,Medical,Other,Technical Degree,AgeMinMax,AgeStand
388,42,2576.0,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490.0,3,No,16.0,3.0,2,1,8,5,3,5,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5558347638945096
389,37,4197.0,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,21123.0,2,Yes,12.0,3.0,4,0,18,2,2,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
390,43,14336.0,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,4345.0,1,No,11.0,3.0,3,1,25,3,3,25,10,3,9,0.0,1.0,0.0,0.0,0.0,0.0,0.5952380952380951,0.6656080085838405
391,40,3448.0,0,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,13436.0,6,No,22.0,4.0,2,1,20,3,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.5238095238095237,0.33628827451584775
392,54,19406.0,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,8509.0,4,No,11.0,3.0,3,1,24,4,2,4,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.857142857142857,1.8731137001664804
393,34,6538.0,0,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,12740.0,9,No,15.0,3.0,1,1,6,3,3,3,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
394,31,4306.0,0,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4156.0,1,No,12.0,3.0,2,1,13,5,1,13,10,3,12,0.0,0.0,0.0,1.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
395,43,2258.0,0,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,15238.0,7,No,20.0,4.0,1,1,8,1,3,3,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5952380952380951,0.6656080085838405
396,43,4522.0,0,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227.0,4,Yes,14.0,3.0,4,0,8,3,3,5,2,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.5952380952380951,0.6656080085838405
397,25,4487.0,0,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,12090.0,1,Yes,11.0,3.0,2,0,5,3,3,5,4,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
398,37,4449.0,0,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,23866.0,3,Yes,15.0,3.0,1,2,15,2,3,13,11,10,7,0.0,0.0,0.0,1.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
399,31,2218.0,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,16193.0,1,No,12.0,3.0,3,1,4,3,3,4,2,3,2,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
400,39,19197.0,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,8213.0,1,Yes,14.0,3.0,3,1,21,3,3,21,8,1,6,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
401,56,13212.0,0,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,18256.0,9,No,11.0,3.0,4,3,36,0,2,7,7,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.9047619047619047,2.092660189545142
402,30,6577.0,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,19558.0,0,No,11.0,3.0,2,0,6,6,3,5,4,4,4,0.0,0.0,0.0,0.0,0.0,1.0,0.28571428571428564,-0.7614441723774613
403,41,8392.0,0,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,19566.0,1,No,16.0,3.0,3,1,10,2,3,10,7,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
404,28,4558.0,0,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535.0,1,No,12.0,3.0,4,1,10,2,3,10,0,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.23809523809523808,-0.9809906617561232
405,25,4031.0,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,9396.0,5,No,13.0,3.0,3,1,6,5,3,2,2,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
406,52,7969.0,0,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,19609.0,2,Yes,14.0,3.0,3,0,28,4,3,5,4,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.8095238095238095,1.6535672107878185
407,45,2654.0,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,9655.0,3,No,21.0,4.0,4,2,8,3,2,2,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.6428571428571428,0.8851544979625023
408,52,16555.0,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,10310.0,2,No,13.0,3.0,4,0,31,2,1,5,2,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.8095238095238095,1.6535672107878185
409,42,4556.0,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,12932.0,2,No,11.0,3.0,2,1,19,3,3,5,4,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5558347638945096
410,30,6091.0,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,24793.0,2,No,20.0,4.0,3,0,11,2,3,5,4,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
411,60,19566.0,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,3854.0,5,No,11.0,3.0,4,0,33,5,1,29,8,11,10,0.0,1.0,0.0,0.0,0.0,0.0,0.9999999999999998,2.531753168302466
412,46,4810.0,0,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,26314.0,2,No,14.0,3.0,3,1,19,5,2,10,7,0,8,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.9949277426518331
413,42,4523.0,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4386.0,0,No,11.0,3.0,4,3,7,4,4,6,5,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.5714285714285714,0.5558347638945096
414,24,3202.0,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,21972.0,1,Yes,16.0,3.0,2,0,6,4,3,5,3,1,4,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,-1.4200836405134467
415,34,2351.0,1,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,12253.0,0,No,16.0,3.0,4,1,3,3,2,2,2,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
416,38,1702.0,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,12106.0,1,Yes,23.0,4.0,3,1,1,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.11674178513718594
417,40,18041.0,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,13022.0,0,No,14.0,3.0,4,0,21,2,3,20,15,1,12,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
418,26,2886.0,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,3032.0,1,No,22.0,4.0,2,2,3,3,1,3,2,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
419,30,2097.0,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,16734.0,4,No,15.0,3.0,3,1,9,3,1,5,3,1,4,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
420,29,11935.0,0,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,21526.0,1,No,18.0,3.0,3,0,10,2,3,10,2,0,7,0.0,0.0,0.0,1.0,0.0,0.0,0.2619047619047619,-0.8712174170667922
421,29,2546.0,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,18300.0,5,No,16.0,3.0,2,0,6,2,4,2,2,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.2619047619047619,-0.8712174170667922
422,19,2564.0,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,18437.0,1,No,12.0,3.0,3,0,1,3,4,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.02380952380952378,-1.9689498639601013
423,30,8412.0,0,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,2890.0,0,No,11.0,3.0,3,0,10,3,3,9,8,7,8,0.0,0.0,0.0,0.0,1.0,0.0,0.28571428571428564,-0.7614441723774613
424,57,14118.0,0,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,22102.0,3,No,12.0,3.0,3,1,32,3,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.9285714285714284,2.2024334342344734
425,50,17046.0,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,9314.0,0,No,15.0,3.0,2,1,28,2,3,27,10,15,7,0.0,1.0,0.0,0.0,0.0,0.0,0.7619047619047619,1.434020721409157
426,30,2564.0,0,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,7181.0,0,No,14.0,3.0,3,0,12,2,2,11,7,6,7,0.0,0.0,0.0,1.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
427,60,10266.0,0,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,2845.0,4,No,19.0,3.0,4,0,22,5,4,18,13,13,11,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999998,2.531753168302466
428,47,5070.0,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,7389.0,5,No,13.0,3.0,3,3,20,2,3,5,0,0,4,0.0,0.0,0.0,1.0,0.0,0.0,0.6904761904761905,1.1047009873411642
429,46,17861.0,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,2288.0,6,No,13.0,3.0,3,0,26,2,1,3,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
430,35,4230.0,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,19225.0,0,No,15.0,3.0,3,0,6,2,3,5,4,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
431,54,3780.0,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,23428.0,7,No,11.0,3.0,3,0,19,3,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.857142857142857,1.8731137001664804
432,34,2768.0,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,8416.0,3,No,12.0,3.0,3,1,14,3,3,7,3,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
433,46,9071.0,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,11563.0,2,Yes,19.0,3.0,3,1,15,3,3,3,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666665,0.9949277426518331
434,31,10648.0,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,14394.0,1,No,25.0,4.0,4,1,13,6,4,13,8,0,8,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
435,33,13610.0,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,24619.0,7,Yes,12.0,3.0,4,0,15,2,4,7,6,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
436,33,3408.0,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,6705.0,7,No,13.0,3.0,1,3,8,2,3,4,3,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
437,30,2983.0,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,18398.0,0,No,14.0,3.0,1,0,4,3,3,3,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
438,35,7632.0,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,14295.0,4,Yes,12.0,3.0,3,0,10,2,3,8,7,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
439,31,9824.0,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,22908.0,3,No,12.0,3.0,1,0,12,2,3,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
440,34,9950.0,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,11533.0,9,Yes,15.0,3.0,3,3,11,2,3,3,2,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
441,42,2093.0,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,9260.0,4,No,17.0,3.0,4,1,8,4,3,2,2,2,0,0.0,0.0,0.0,0.0,1.0,0.0,0.5714285714285714,0.5558347638945096
442,36,9980.0,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,15318.0,1,No,14.0,3.0,4,0,10,3,2,10,3,9,7,0.0,0.0,0.0,1.0,0.0,0.0,0.42857142857142855,-0.10280470424147588
443,22,3894.0,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,9129.0,5,No,16.0,3.0,3,0,4,3,3,2,2,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.09523809523809518,-1.6396301298921085
444,48,4051.0,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,19658.0,2,No,14.0,3.0,1,1,14,2,3,9,7,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.7142857142857142,1.214474232030495
445,55,16835.0,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,9873.0,3,No,23.0,4.0,4,0,37,2,3,10,9,7,7,0.0,1.0,0.0,0.0,0.0,0.0,0.8809523809523809,1.9828869448558113
446,41,6230.0,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,13430.0,7,No,14.0,3.0,4,0,16,3,3,14,3,1,10,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
447,35,4717.0,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,18659.0,9,No,11.0,3.0,3,0,15,2,3,11,9,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
448,40,13237.0,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,20364.0,7,No,15.0,3.0,3,0,22,3,3,20,6,5,13,0.0,1.0,0.0,0.0,0.0,0.0,0.5238095238095237,0.33628827451584775
449,39,3755.0,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,17872.0,1,No,11.0,3.0,1,1,8,3,3,8,3,0,7,0.0,1.0,0.0,0.0,0.0,0.0,0.49999999999999994,0.22651502982651683
450,31,6582.0,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,8346.0,4,Yes,13.0,3.0,3,0,10,2,4,6,5,0,5,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
451,42,7406.0,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,6950.0,1,Yes,21.0,4.0,4,1,10,5,2,10,9,5,8,0.0,0.0,0.0,1.0,0.0,0.0,0.5714285714285714,0.5558347638945096
452,45,4805.0,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,16177.0,0,No,19.0,3.0,2,1,9,3,4,8,7,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.6428571428571428,0.8851544979625023
453,26,2741.0,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,22808.0,0,Yes,11.0,3.0,2,1,8,2,2,7,7,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
454,29,4262.0,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,22645.0,4,No,12.0,3.0,2,2,8,2,4,3,2,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.2619047619047619,-0.8712174170667922
455,33,16184.0,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,22578.0,4,No,19.0,3.0,3,1,10,2,3,6,1,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.35714285714285715,-0.4321244383094686
456,31,11557.0,0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,25291.0,9,No,21.0,4.0,3,1,10,3,2,5,4,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
457,18,1878.0,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,8059.0,1,Yes,14.0,3.0,4,0,0,3,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.078723108649432
458,40,10932.0,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,11373.0,3,No,15.0,3.0,3,1,20,2,3,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.5238095238095237,0.33628827451584775
459,41,6811.0,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,2112.0,2,Yes,17.0,3.0,1,0,10,3,3,8,7,0,7,0.0,0.0,0.0,0.0,1.0,0.0,0.5476190476190477,0.44606151920517867
460,26,4306.0,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4267.0,5,No,12.0,3.0,1,2,8,5,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
461,35,4859.0,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,6698.0,1,No,16.0,3.0,4,0,5,3,3,5,4,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.4047619047619047,-0.21257794893080678
462,34,5337.0,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,19921.0,1,No,12.0,3.0,4,0,10,3,3,10,7,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
463,26,2340.0,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,23213.0,1,Yes,18.0,3.0,2,0,1,3,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.19047619047619052,-1.2005371511347849
464,37,7491.0,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,23848.0,4,No,17.0,3.0,4,0,12,3,4,6,5,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.4523809523809524,0.0069685404478550305
465,46,10527.0,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,8984.0,5,No,11.0,3.0,4,0,28,3,2,2,2,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666665,0.9949277426518331
466,41,16595.0,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,5626.0,7,No,16.0,3.0,2,1,22,2,3,18,16,11,8,0.0,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.44606151920517867
467,37,8834.0,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,24666.0,1,No,13.0,3.0,4,1,9,6,3,9,5,7,7,0.0,0.0,0.0,1.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
468,52,5577.0,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,22087.0,3,Yes,12.0,3.0,2,2,18,3,3,10,9,6,9,0.0,0.0,0.0,0.0,0.0,1.0,0.8095238095238095,1.6535672107878185
469,32,4707.0,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,23914.0,8,No,12.0,3.0,4,0,6,2,3,4,2,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,-0.5418976829987995
470,24,2400.0,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,5530.0,0,No,13.0,3.0,3,2,3,3,3,2,2,2,1,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
471,38,9824.0,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,22174.0,3,No,19.0,3.0,3,1,18,4,3,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.4761904761904761,0.11674178513718594
472,37,6447.0,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,15701.0,6,No,12.0,3.0,2,1,8,2,2,6,5,4,3,0.0,1.0,0.0,0.0,0.0,0.0,0.4523809523809524,0.0069685404478550305
473,49,19502.0,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,2125.0,1,Yes,17.0,3.0,3,1,31,5,3,31,9,0,9,0.0,1.0,0.0,0.0,0.0,0.0,0.7380952380952379,1.324247476719826
474,24,2725.0,0,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,21630.0,1,Yes,11.0,3.0,2,2,6,3,3,6,5,1,4,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
475,26,6272.0,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,7428.0,1,No,20.0,4.0,4,2,6,5,4,5,3,1,4,0.0,0.0,1.0,0.0,0.0,0.0,0.19047619047619052,-1.2005371511347849
476,24,2127.0,0,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,9100.0,1,No,21.0,4.0,4,1,1,2,3,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,-1.4200836405134467
477,50,18200.0,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,7999.0,1,No,11.0,3.0,3,1,32,2,3,32,5,10,7,0.0,0.0,0.0,1.0,0.0,0.0,0.7619047619047619,1.434020721409157
478,25,2096.0,0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,26376.0,1,No,11.0,3.0,3,0,7,1,3,7,4,0,6,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666669,-1.3103103958241158
479,24,2886.0,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,14168.0,1,Yes,16.0,3.0,4,1,6,4,3,6,3,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,-1.4200836405134467
480,30,2033.0,1,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,14470.0,1,No,18.0,3.0,3,1,1,2,4,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.28571428571428564,-0.7614441723774613
481,34,3622.0,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,22794.0,1,Yes,13.0,3.0,4,1,6,3,3,6,5,1,3,0.0,1.0,0.0,0.0,0.0,0.0,0.380952380952381,-0.3223511936201377
482,31,4233.0,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,11512.0,2,No,17.0,3.0,3,0,9,2,1,3,1,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
483,35,3681.0,0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,14004.0,4,No,14.0,3.0,4,0,9,3,3,3,2,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.4047619047619047,-0.21257794893080678
484,31,5460.0,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,6219.0,4,No,22.0,4.0,4,2,13,4,4,7,7,5,7,0.0,0.0,0.0,1.0,0.0,0.0,0.3095238095238095,-0.6516709276881304
485,27,2187.0,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,5013.0,0,No,12.0,3.0,3,2,6,5,2,5,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.21428571428571425,-1.090763906445454
